"Game","Date","Round","Home_Team","Home_Goals","Home_Behinds","Home_Points","Away_Team","Away_Goals","Away_Behinds","Away_Points","Venue","Margin","Season","Round_Type","Round_Number"
14035,2012-05-26,"R9","St Kilda",16,15,111,"Sydney",12,11,83,"Docklands",28,2012,"Regular",9
14036,2012-05-26,"R9","Adelaide",6,13,49,"Collingwood",10,15,75,"Football Park",-26,2012,"Regular",9
14037,2012-05-26,"R9","GWS",7,11,53,"Essendon",18,11,119,"Sydney Showground",-66,2012,"Regular",9
14038,2012-05-27,"R9","North Melbourne",17,10,112,"Brisbane Lions",15,6,96,"Docklands",16,2012,"Regular",9
14039,2012-05-27,"R9","Carlton",15,17,107,"Melbourne",6,13,49,"M.C.G.",58,2012,"Regular",9
14040,2012-05-27,"R9","West Coast",11,18,84,"Fremantle",5,6,36,"Subiaco",48,2012,"Regular",9
14041,2012-06-01,"R10","St Kilda",16,17,113,"Richmond",18,13,121,"Docklands",-8,2012,"Regular",10
14042,2012-06-02,"R10","Geelong",19,12,126,"GWS",9,7,61,"Kardinia Park",65,2012,"Regular",10
14043,2012-06-02,"R10","Hawthorn",27,12,174,"North Melbourne",9,5,59,"York Park",115,2012,"Regular",10
14044,2012-06-02,"R10","Fremantle",12,10,82,"Adelaide",17,9,111,"Subiaco",-29,2012,"Regular",10
14045,2012-06-02,"R10","Port Adelaide",14,15,99,"Carlton",6,9,45,"Football Park",54,2012,"Regular",10
14046,2012-06-02,"R10","Essendon",6,16,52,"Melbourne",8,10,58,"M.C.G.",-6,2012,"Regular",10
14047,2012-06-03,"R10","Brisbane Lions",16,6,102,"West Coast",15,10,100,"Gabba",2,2012,"Regular",10
14048,2012-06-03,"R10","Sydney",20,12,132,"Footscray",5,10,40,"S.C.G.",92,2012,"Regular",10
14049,2012-06-03,"R10","Collingwood",23,11,149,"Gold Coast",7,10,52,"M.C.G.",97,2012,"Regular",10
14050,2012-06-08,"R11","Carlton",11,19,85,"Geelong",14,13,97,"Docklands",-12,2012,"Regular",11
14051,2012-06-09,"R11","Richmond",9,12,66,"Fremantle",12,6,78,"M.C.G.",-12,2012,"Regular",11
14052,2012-06-09,"R11","Gold Coast",7,7,49,"St Kilda",21,18,144,"Carrara",-95,2012,"Regular",11
14053,2012-06-09,"R11","Essendon",11,16,82,"Sydney",13,8,86,"Docklands",-4,2012,"Regular",11
14054,2012-06-10,"R11","Port Adelaide",9,8,62,"Hawthorn",16,12,108,"Football Park",-46,2012,"Regular",11
14055,2012-06-11,"R11","Melbourne",13,9,87,"Collingwood",19,15,129,"M.C.G.",-42,2012,"Regular",11
14056,2012-06-14,"R12","West Coast",10,19,79,"Carlton",10,9,69,"Subiaco",10,2012,"Regular",12
14057,2012-06-15,"R12","Adelaide",17,13,115,"St Kilda",16,15,111,"Football Park",4,2012,"Regular",12
14058,2012-06-16,"R12","GWS",12,2,74,"Richmond",11,20,86,"Sydney Showground",-12,2012,"Regular",12
14059,2012-06-16,"R12","Gold Coast",12,8,80,"North Melbourne",11,21,87,"Carrara",-7,2012,"Regular",12
14060,2012-06-17,"R12","Hawthorn",19,21,135,"Brisbane Lions",11,4,70,"M.C.G.",65,2012,"Regular",12
14061,2012-06-17,"R12","Footscray",13,17,95,"Port Adelaide",8,9,57,"Docklands",38,2012,"Regular",12
14062,2012-06-22,"R13","Sydney",12,8,80,"Geelong",11,8,74,"S.C.G.",6,2012,"Regular",13
14063,2012-06-23,"R13","Footscray",7,14,56,"Brisbane Lions",18,6,114,"Docklands",-58,2012,"Regular",13
14064,2012-06-23,"R13","Collingwood",12,13,85,"West Coast",12,10,82,"M.C.G.",3,2012,"Regular",13
14065,2012-06-23,"R13","Fremantle",14,5,89,"Essendon",17,11,113,"Subiaco",-24,2012,"Regular",13
14066,2012-06-24,"R13","Melbourne",20,15,135,"GWS",9,3,57,"M.C.G.",78,2012,"Regular",13
14067,2012-06-24,"R13","North Melbourne",17,19,121,"Adelaide",13,11,89,"Docklands",32,2012,"Regular",13
14068,2012-06-29,"R14","Carlton",10,10,70,"Hawthorn",18,12,120,"M.C.G.",-50,2012,"Regular",14
14069,2012-06-30,"R14","Collingwood",15,17,107,"Fremantle",12,6,78,"M.C.G.",29,2012,"Regular",14
14070,2012-06-30,"R14","Adelaide",17,4,106,"Richmond",13,9,87,"Football Park",19,2012,"Regular",14
14071,2012-06-30,"R14","West Coast",25,16,166,"Gold Coast",5,10,40,"Subiaco",126,2012,"Regular",14
14072,2012-06-30,"R14","Essendon",21,14,140,"Footscray",8,8,56,"Docklands",84,2012,"Regular",14
14073,2012-06-30,"R14","Sydney",19,18,132,"GWS",5,8,38,"Stadium Australia",94,2012,"Regular",14
14074,2012-07-01,"R14","Geelong",14,15,99,"Port Adelaide",8,13,61,"Kardinia Park",38,2012,"Regular",14
14075,2012-07-01,"R14","Brisbane Lions",18,14,122,"Melbourne",8,13,61,"Gabba",61,2012,"Regular",14
14076,2012-07-01,"R14","St Kilda",15,13,103,"North Melbourne",21,10,136,"Docklands",-33,2012,"Regular",14
14077,2012-07-06,"R15","Collingwood",8,14,62,"Carlton",12,13,85,"M.C.G.",-23,2012,"Regular",15
14078,2012-07-07,"R15","North Melbourne",13,6,84,"West Coast",12,14,86,"Bellerive Oval",-2,2012,"Regular",15
14079,2012-07-07,"R15","Melbourne",11,12,78,"Richmond",13,23,101,"M.C.G.",-23,2012,"Regular",15
14080,2012-07-07,"R15","Sydney",16,14,110,"Brisbane Lions",9,9,63,"S.C.G.",47,2012,"Regular",15
14081,2012-07-07,"R15","Port Adelaide",8,10,58,"Adelaide",17,14,116,"Football Park",-58,2012,"Regular",15
14082,2012-07-07,"R15","St Kilda",21,7,133,"Essendon",8,14,62,"Docklands",71,2012,"Regular",15
14083,2012-07-08,"R15","Hawthorn",28,25,193,"GWS",4,7,31,"M.C.G.",162,2012,"Regular",15
14084,2012-07-08,"R15","Gold Coast",13,18,96,"Geelong",15,20,110,"Carrara",-14,2012,"Regular",15
14085,2012-07-08,"R15","Fremantle",14,11,95,"Footscray",8,9,57,"Subiaco",38,2012,"Regular",15
14086,2012-07-13,"R16","North Melbourne",24,5,149,"Carlton",14,12,96,"Docklands",53,2012,"Regular",16
14087,2012-07-14,"R16","Melbourne",12,11,83,"Fremantle",18,9,117,"Docklands",-34,2012,"Regular",16
14088,2012-07-14,"R16","Port Adelaide",11,11,77,"Essendon",19,13,127,"Football Park",-50,2012,"Regular",16
14089,2012-07-14,"R16","Richmond",13,10,88,"Gold Coast",13,12,90,"Cazaly's Stadium",-2,2012,"Regular",16
14090,2012-07-14,"R16","Geelong",10,19,79,"Collingwood",17,8,110,"M.C.G.",-31,2012,"Regular",16
14091,2012-07-14,"R16","Brisbane Lions",14,8,92,"St Kilda",16,9,105,"Gabba",-13,2012,"Regular",16
14092,2012-07-15,"R16","GWS",8,11,59,"Adelaide",27,16,178,"Sydney Showground",-119,2012,"Regular",16
14093,2012-07-15,"R16","Footscray",6,8,44,"Hawthorn",17,14,116,"Docklands",-72,2012,"Regular",16
14094,2012-07-15,"R16","West Coast",10,9,69,"Sydney",18,13,121,"Subiaco",-52,2012,"Regular",16
14095,2012-07-20,"R17","Geelong",20,14,134,"Essendon",10,7,67,"Docklands",67,2012,"Regular",17
14096,2012-07-21,"R17","Collingwood",13,13,91,"Hawthorn",21,12,138,"M.C.G.",-47,2012,"Regular",17
14097,2012-07-21,"R17","Adelaide",19,10,124,"West Coast",11,9,75,"Football Park",49,2012,"Regular",17
14098,2012-07-21,"R17","Gold Coast",5,18,48,"Brisbane Lions",8,11,59,"Carrara",-11,2012,"Regular",17
14099,2012-07-21,"R17","Footscray",12,12,84,"Carlton",16,6,102,"Docklands",-18,2012,"Regular",17
14100,2012-07-21,"R17","Melbourne",8,8,56,"Port Adelaide",12,12,84,"Marrara Oval",-28,2012,"Regular",17
14101,2012-07-22,"R17","Sydney",15,15,105,"St Kilda",10,16,76,"S.C.G.",29,2012,"Regular",17
14102,2012-07-22,"R17","Richmond",14,15,99,"North Melbourne",15,13,103,"M.C.G.",-4,2012,"Regular",17
14103,2012-07-22,"R17","Fremantle",18,24,132,"GWS",5,7,37,"Subiaco",95,2012,"Regular",17
14104,2012-07-27,"R18","Essendon",12,14,86,"Hawthorn",27,18,180,"Docklands",-94,2012,"Regular",18
14105,2012-07-28,"R18","Geelong",15,12,102,"Adelaide",11,9,75,"Kardinia Park",27,2012,"Regular",18
14106,2012-07-28,"R18","North Melbourne",19,13,127,"Melbourne",11,7,73,"Docklands",54,2012,"Regular",18
14107,2012-07-28,"R18","GWS",7,12,54,"Collingwood",26,18,174,"Sydney Showground",-120,2012,"Regular",18
14108,2012-07-28,"R18","Carlton",14,11,95,"Richmond",13,13,91,"M.C.G.",4,2012,"Regular",18
14109,2012-07-28,"R18","Gold Coast",8,6,54,"Sydney",19,12,126,"Carrara",-72,2012,"Regular",18
14110,2012-07-29,"R18","Port Adelaide",6,12,48,"Fremantle",11,9,75,"Football Park",-27,2012,"Regular",18
14111,2012-07-29,"R18","St Kilda",16,22,118,"Footscray",6,6,42,"Docklands",76,2012,"Regular",18
14112,2012-07-29,"R18","West Coast",28,7,175,"Brisbane Lions",12,5,77,"Subiaco",98,2012,"Regular",18
14113,2012-08-03,"R19","Hawthorn",17,14,116,"Geelong",18,10,118,"M.C.G.",-2,2012,"Regular",19
14114,2012-08-04,"R19","Footscray",8,13,61,"North Melbourne",18,7,115,"Docklands",-54,2012,"Regular",19
14115,2012-08-04,"R19","GWS",16,11,107,"Port Adelaide",10,13,73,"Sydney Showground",34,2012,"Regular",19
14116,2012-08-04,"R19","Fremantle",17,11,113,"West Coast",6,12,48,"Subiaco",65,2012,"Regular",19
14117,2012-08-04,"R19","Collingwood",12,19,91,"St Kilda",13,7,85,"M.C.G.",6,2012,"Regular",19
14118,2012-08-04,"R19","Brisbane Lions",12,12,84,"Richmond",20,12,132,"Gabba",-48,2012,"Regular",19
14119,2012-08-05,"R19","Melbourne",16,12,108,"Gold Coast",9,12,66,"M.C.G.",42,2012,"Regular",19
14120,2012-08-05,"R19","Carlton",10,11,71,"Sydney",14,9,93,"Docklands",-22,2012,"Regular",19
14121,2012-08-05,"R19","Adelaide",16,8,104,"Essendon",15,10,100,"Football Park",4,2012,"Regular",19
14122,2012-08-10,"R20","West Coast",16,6,102,"Geelong",15,7,97,"Subiaco",5,2012,"Regular",20
14123,2012-08-11,"R20","St Kilda",16,11,107,"Melbourne",12,10,82,"M.C.G.",25,2012,"Regular",20
14124,2012-08-11,"R20","Adelaide",17,17,119,"Fremantle",14,7,91,"Football Park",28,2012,"Regular",20
14125,2012-08-11,"R20","Gold Coast",16,13,109,"GWS",12,7,79,"Carrara",30,2012,"Regular",20
14126,2012-08-11,"R20","Carlton",17,11,113,"Brisbane Lions",10,17,77,"Docklands",36,2012,"Regular",20
14127,2012-08-11,"R20","Sydney",9,16,70,"Collingwood",12,6,78,"Stadium Australia",-8,2012,"Regular",20
14128,2012-08-12,"R20","Hawthorn",24,15,159,"Port Adelaide",13,9,87,"York Park",72,2012,"Regular",20
14129,2012-08-12,"R20","Richmond",22,18,150,"Footscray",12,8,80,"M.C.G.",70,2012,"Regular",20
14130,2012-08-12,"R20","Essendon",11,10,76,"North Melbourne",15,10,100,"Docklands",-24,2012,"Regular",20
14131,2012-08-17,"R21","Geelong",18,15,123,"St Kilda",11,15,81,"Docklands",42,2012,"Regular",21
14132,2012-08-18,"R21","Essendon",8,12,60,"Carlton",24,12,156,"M.C.G.",-96,2012,"Regular",21
14133,2012-08-18,"R21","GWS",9,5,59,"Melbourne",11,18,84,"Manuka Oval",-25,2012,"Regular",21
14134,2012-08-18,"R21","Fremantle",13,16,94,"Richmond",11,6,72,"Subiaco",22,2012,"Regular",21
14135,2012-08-18,"R21","Brisbane Lions",13,17,95,"Adelaide",12,13,85,"Gabba",10,2012,"Regular",21
14136,2012-08-18,"R21","Collingwood",8,13,61,"North Melbourne",13,13,91,"Docklands",-30,2012,"Regular",21
14137,2012-08-19,"R21","Port Adelaide",6,14,50,"West Coast",14,14,98,"Football Park",-48,2012,"Regular",21
14138,2012-08-19,"R21","Footscray",13,7,85,"Sydney",26,11,167,"Docklands",-82,2012,"Regular",21
14139,2012-08-19,"R21","Hawthorn",19,15,129,"Gold Coast",10,5,65,"M.C.G.",64,2012,"Regular",21
14140,2012-08-24,"R22","Richmond",13,24,102,"Essendon",8,9,57,"M.C.G.",45,2012,"Regular",22
14141,2012-08-25,"R22","St Kilda",25,13,163,"GWS",5,5,35,"Docklands",128,2012,"Regular",22
14142,2012-08-25,"R22","Port Adelaide",14,9,93,"Brisbane Lions",16,8,104,"Football Park",-11,2012,"Regular",22
14143,2012-08-25,"R22","Sydney",14,11,95,"Hawthorn",15,12,102,"S.C.G.",-7,2012,"Regular",22
14144,2012-08-25,"R22","Gold Coast",15,8,98,"Carlton",11,20,86,"Carrara",12,2012,"Regular",22
14145,2012-08-25,"R22","West Coast",15,17,107,"Collingwood",8,10,58,"Subiaco",49,2012,"Regular",22
14146,2012-08-26,"R22","Geelong",16,11,107,"Footscray",11,7,73,"Kardinia Park",34,2012,"Regular",22
14147,2012-08-26,"R22","North Melbourne",12,7,79,"Fremantle",20,12,132,"Docklands",-53,2012,"Regular",22
14148,2012-08-26,"R22","Melbourne",11,15,81,"Adelaide",22,18,150,"M.C.G.",-69,2012,"Regular",22
14149,2012-08-31,"R23","Hawthorn",14,11,95,"West Coast",10,10,70,"M.C.G.",25,2012,"Regular",23
14150,2012-09-01,"R23","Geelong",17,10,112,"Sydney",11,12,78,"Kardinia Park",34,2012,"Regular",23
14151,2012-09-01,"R23","Adelaide",22,21,153,"Gold Coast",9,8,62,"Football Park",91,2012,"Regular",23
14152,2012-09-01,"R23","GWS",11,11,77,"North Melbourne",16,9,105,"Sydney Showground",-28,2012,"Regular",23
14153,2012-09-01,"R23","Essendon",10,12,72,"Collingwood",14,20,104,"M.C.G.",-32,2012,"Regular",23
14154,2012-09-01,"R23","Fremantle",14,17,101,"Melbourne",5,10,40,"Subiaco",61,2012,"Regular",23
14155,2012-09-02,"R23","Carlton",12,19,91,"St Kilda",16,10,106,"Docklands",-15,2012,"Regular",23
14156,2012-09-02,"R23","Richmond",16,10,106,"Port Adelaide",16,10,106,"M.C.G.",0,2012,"Regular",23
14157,2012-09-02,"R23","Brisbane Lions",19,14,128,"Footscray",9,7,61,"Gabba",67,2012,"Regular",23
14158,2012-09-07,"QF","Hawthorn",20,15,135,"Collingwood",15,7,97,"M.C.G.",38,2012,"Finals",24
14159,2012-09-08,"QF","Adelaide",5,12,42,"Sydney",11,5,71,"Football Park",-29,2012,"Finals",24
14160,2012-09-08,"EF","Geelong",11,14,80,"Fremantle",14,12,96,"M.C.G.",-16,2012,"Finals",24
14161,2012-09-09,"EF","West Coast",24,18,162,"North Melbourne",9,12,66,"Subiaco",96,2012,"Finals",24
14162,2012-09-14,"SF","Adelaide",12,9,81,"Fremantle",11,5,71,"Football Park",10,2012,"Finals",25
14163,2012-09-15,"SF","Collingwood",10,13,73,"West Coast",9,6,60,"M.C.G.",13,2012,"Finals",25
14164,2012-09-21,"PF","Sydney",13,18,96,"Collingwood",10,10,70,"Stadium Australia",26,2012,"Finals",26
14165,2012-09-22,"PF","Hawthorn",13,19,97,"Adelaide",14,8,92,"M.C.G.",5,2012,"Finals",26
14166,2012-09-29,"GF","Hawthorn",11,15,81,"Sydney",14,7,91,"M.C.G.",-10,2012,"Finals",27
14167,2013-03-22,"R1","Adelaide",11,16,82,"Essendon",18,9,117,"Football Park",-35,2013,"Regular",1
14168,2013-03-23,"R1","Fremantle",16,12,108,"West Coast",11,14,80,"Subiaco",28,2013,"Regular",1
14169,2013-03-28,"R1","Carlton",14,17,101,"Richmond",14,22,106,"M.C.G.",-5,2013,"Regular",1
14170,2013-03-30,"R1","Footscray",19,13,127,"Brisbane Lions",7,17,59,"Docklands",68,2013,"Regular",1
14171,2013-03-30,"R1","GWS",11,10,76,"Sydney",16,10,106,"Stadium Australia",-30,2013,"Regular",1
14172,2013-03-30,"R1","Gold Coast",13,12,90,"St Kilda",10,17,77,"Carrara",13,2013,"Regular",1
14173,2013-03-31,"R1","Melbourne",8,6,54,"Port Adelaide",19,19,133,"M.C.G.",-79,2013,"Regular",1
14174,2013-03-31,"R1","North Melbourne",13,9,87,"Collingwood",15,13,103,"Docklands",-16,2013,"Regular",1
14175,2013-04-01,"R1","Hawthorn",12,14,86,"Geelong",13,15,93,"M.C.G.",-7,2013,"Regular",1
14176,2013-04-05,"R2","St Kilda",12,10,82,"Richmond",14,15,99,"M.C.G.",-17,2013,"Regular",2
14177,2013-04-06,"R2","Sydney",17,12,114,"Gold Coast",11,7,73,"S.C.G.",41,2013,"Regular",2
14178,2013-04-06,"R2","Footscray",11,12,78,"Fremantle",16,10,106,"Docklands",-28,2013,"Regular",2
14179,2013-04-06,"R2","Brisbane Lions",10,17,77,"Adelaide",14,12,96,"Gabba",-19,2013,"Regular",2
14180,2013-04-06,"R2","Essendon",28,16,184,"Melbourne",5,6,36,"M.C.G.",148,2013,"Regular",2
14181,2013-04-06,"R2","Port Adelaide",19,20,134,"GWS",11,12,78,"Football Park",56,2013,"Regular",2
14182,2013-04-07,"R2","Geelong",16,16,112,"North Melbourne",17,6,108,"Docklands",4,2013,"Regular",2
14183,2013-04-07,"R2","Collingwood",17,15,117,"Carlton",15,10,100,"M.C.G.",17,2013,"Regular",2
14184,2013-04-07,"R2","West Coast",15,8,98,"Hawthorn",23,10,148,"Subiaco",-50,2013,"Regular",2
14185,2013-04-12,"R3","Fremantle",9,14,68,"Essendon",10,12,72,"Subiaco",-4,2013,"Regular",3
14186,2013-04-13,"R3","North Melbourne",13,14,92,"Sydney",20,11,131,"Bellerive Oval",-39,2013,"Regular",3
14187,2013-04-13,"R3","Melbourne",13,5,83,"West Coast",27,15,177,"M.C.G.",-94,2013,"Regular",3
14188,2013-04-13,"R3","GWS",10,8,68,"St Kilda",21,14,140,"Manuka Oval",-72,2013,"Regular",3
14189,2013-04-13,"R3","Geelong",18,11,119,"Carlton",15,13,103,"Docklands",16,2013,"Regular",3
14190,2013-04-13,"R3","Gold Coast",13,14,92,"Brisbane Lions",13,16,94,"Carrara",-2,2013,"Regular",3
14191,2013-04-14,"R3","Richmond",20,15,135,"Footscray",10,8,68,"Docklands",67,2013,"Regular",3
14192,2013-04-14,"R3","Collingwood",13,12,90,"Hawthorn",22,13,145,"M.C.G.",-55,2013,"Regular",3
14193,2013-04-14,"R3","Port Adelaide",17,16,118,"Adelaide",16,13,109,"Football Park",9,2013,"Regular",3
14194,2013-04-19,"R4","Sydney",16,7,103,"Geelong",19,10,124,"S.C.G.",-21,2013,"Regular",4
14195,2013-04-20,"R4","Hawthorn",18,10,118,"Fremantle",11,10,76,"York Park",42,2013,"Regular",4
14196,2013-04-20,"R4","Richmond",11,13,79,"Collingwood",16,17,113,"M.C.G.",-34,2013,"Regular",4
14197,2013-04-20,"R4","St Kilda",13,13,91,"Essendon",19,14,128,"Docklands",-37,2013,"Regular",4
14198,2013-04-20,"R4","West Coast",7,23,65,"Carlton",12,17,89,"Subiaco",-24,2013,"Regular",4
14199,2013-04-20,"R4","Gold Coast",9,12,66,"Port Adelaide",16,8,104,"Carrara",-38,2013,"Regular",4
14200,2013-04-21,"R4","Melbourne",22,12,144,"GWS",15,13,103,"M.C.G.",41,2013,"Regular",4
14201,2013-04-21,"R4","Adelaide",12,8,80,"Footscray",4,4,28,"Football Park",52,2013,"Regular",4
14202,2013-04-21,"R4","North Melbourne",18,17,125,"Brisbane Lions",9,8,62,"Docklands",63,2013,"Regular",4
14203,2013-04-25,"R5","Essendon",18,13,121,"Collingwood",10,15,75,"M.C.G.",46,2013,"Regular",5
14204,2013-04-25,"R5","St Kilda",9,9,63,"Sydney",11,13,79,"Wellington",-16,2013,"Regular",5
14205,2013-04-26,"R5","Fremantle",12,9,81,"Richmond",12,8,80,"Subiaco",1,2013,"Regular",5
14206,2013-04-27,"R5","GWS",16,8,104,"Gold Coast",21,22,148,"Manuka Oval",-44,2013,"Regular",5
14207,2013-04-27,"R5","Carlton",17,13,115,"Adelaide",12,11,83,"M.C.G.",32,2013,"Regular",5
14208,2013-04-27,"R5","Footscray",13,8,86,"Geelong",15,17,107,"Docklands",-21,2013,"Regular",5
14209,2013-04-27,"R5","Port Adelaide",12,12,84,"West Coast",10,19,79,"Football Park",5,2013,"Regular",5
14210,2013-04-28,"R5","Brisbane Lions",17,20,122,"Melbourne",14,10,94,"Gabba",28,2013,"Regular",5
14211,2013-04-28,"R5","Hawthorn",14,15,99,"North Melbourne",13,18,96,"M.C.G.",3,2013,"Regular",5
14212,2013-05-03,"R6","Collingwood",15,13,103,"St Kilda",11,11,77,"Docklands",26,2013,"Regular",6
14213,2013-05-04,"R6","Essendon",17,18,120,"GWS",12,9,81,"Docklands",39,2013,"Regular",6
14214,2013-05-04,"R6","North Melbourne",14,9,93,"Port Adelaide",12,11,83,"Bellerive Oval",10,2013,"Regular",6
14215,2013-05-04,"R6","Adelaide",11,12,78,"Hawthorn",13,11,89,"Football Park",-11,2013,"Regular",6
14216,2013-05-04,"R6","Gold Coast",7,12,54,"Fremantle",15,9,99,"Carrara",-45,2013,"Regular",6
14217,2013-05-04,"R6","Richmond",13,9,87,"Geelong",20,11,131,"M.C.G.",-44,2013,"Regular",6
14218,2013-05-05,"R6","Sydney",17,13,115,"Brisbane Lions",8,7,55,"S.C.G.",60,2013,"Regular",6
14219,2013-05-05,"R6","Carlton",18,13,121,"Melbourne",8,12,60,"M.C.G.",61,2013,"Regular",6
14220,2013-05-05,"R6","West Coast",21,11,137,"Footscray",10,7,67,"Subiaco",70,2013,"Regular",6
14221,2013-05-10,"R7","Geelong",17,11,113,"Essendon",11,19,85,"Docklands",28,2013,"Regular",7
14222,2013-05-11,"R7","Port Adelaide",10,13,73,"Richmond",18,6,114,"Football Park",-41,2013,"Regular",7
14223,2013-05-11,"R7","Brisbane Lions",12,10,82,"West Coast",17,6,108,"Gabba",-26,2013,"Regular",7
14224,2013-05-11,"R7","Footscray",15,7,97,"North Melbourne",22,19,151,"Docklands",-54,2013,"Regular",7
14225,2013-05-11,"R7","Fremantle",15,10,100,"Collingwood",10,13,73,"Subiaco",27,2013,"Regular",7
14226,2013-05-11,"R7","Hawthorn",18,11,119,"Sydney",12,10,82,"M.C.G.",37,2013,"Regular",7
14227,2013-05-12,"R7","GWS",7,10,52,"Adelaide",29,13,187,"Sydney Showground",-135,2013,"Regular",7
14228,2013-05-12,"R7","Melbourne",7,12,54,"Gold Coast",16,18,114,"M.C.G.",-60,2013,"Regular",7
14229,2013-05-13,"R7","St Kilda",11,11,77,"Carlton",9,14,68,"Docklands",9,2013,"Regular",7
14230,2013-05-17,"R8","West Coast",12,18,90,"North Melbourne",13,10,88,"Subiaco",2,2013,"Regular",8
14231,2013-05-18,"R8","Essendon",12,14,86,"Brisbane Lions",14,12,96,"Docklands",-10,2013,"Regular",8
14232,2013-05-18,"R8","Hawthorn",21,14,140,"GWS",9,3,57,"York Park",83,2013,"Regular",8
14233,2013-05-18,"R8","Gold Coast",13,15,93,"Footscray",8,13,61,"Carrara",32,2013,"Regular",8
14234,2013-05-18,"R8","Collingwood",15,12,102,"Geelong",14,12,96,"M.C.G.",6,2013,"Regular",8
14235,2013-05-18,"R8","Sydney",11,4,70,"Fremantle",9,16,70,"S.C.G.",0,2013,"Regular",8
14236,2013-05-19,"R8","Carlton",16,13,109,"Port Adelaide",14,7,91,"Docklands",18,2013,"Regular",8
14237,2013-05-19,"R8","Richmond",15,16,106,"Melbourne",11,6,72,"M.C.G.",34,2013,"Regular",8
14238,2013-05-19,"R8","Adelaide",12,15,87,"St Kilda",6,11,47,"Football Park",40,2013,"Regular",8
14239,2013-05-24,"R9","Collingwood",8,7,55,"Sydney",15,12,102,"M.C.G.",-47,2013,"Regular",9
14240,2013-05-25,"R9","Port Adelaide",9,14,68,"Geelong",18,8,116,"Football Park",-48,2013,"Regular",9
14241,2013-05-25,"R9","GWS",8,7,55,"West Coast",23,17,155,"Sydney Showground",-100,2013,"Regular",9
14242,2013-05-25,"R9","St Kilda",15,11,101,"Footscray",17,8,110,"Docklands",-9,2013,"Regular",9
14243,2013-05-25,"R9","Brisbane Lions",12,13,85,"Carlton",13,20,98,"Gabba",-13,2013,"Regular",9
14244,2013-05-25,"R9","Richmond",9,8,62,"Essendon",13,13,91,"M.C.G.",-29,2013,"Regular",9
14245,2013-05-26,"R9","Hawthorn",18,10,118,"Gold Coast",14,8,92,"M.C.G.",26,2013,"Regular",9
14246,2013-05-26,"R9","North Melbourne",19,10,124,"Adelaide",18,17,125,"Docklands",-1,2013,"Regular",9
14247,2013-05-26,"R9","Fremantle",19,16,130,"Melbourne",6,4,40,"Subiaco",90,2013,"Regular",9
14248,2013-05-31,"R10","Brisbane Lions",7,9,51,"Collingwood",14,16,100,"Gabba",-49,2013,"Regular",10
14249,2013-06-01,"R10","Carlton",22,16,148,"GWS",8,6,54,"Docklands",94,2013,"Regular",10
14250,2013-06-01,"R10","Adelaide",8,11,59,"Fremantle",10,6,66,"Football Park",-7,2013,"Regular",10
14251,2013-06-01,"R10","Sydney",17,13,115,"Essendon",10,11,71,"S.C.G.",44,2013,"Regular",10
14252,2013-06-01,"R10","Footscray",10,7,67,"Port Adelaide",8,10,58,"Marrara Oval",9,2013,"Regular",10
14253,2013-06-01,"R10","Geelong",18,15,123,"Gold Coast",10,11,71,"Kardinia Park",52,2013,"Regular",10
14254,2013-06-02,"R10","Melbourne",6,12,48,"Hawthorn",21,17,143,"M.C.G.",-95,2013,"Regular",10
14255,2013-06-02,"R10","North Melbourne",19,19,133,"St Kilda",10,5,65,"Docklands",68,2013,"Regular",10
14256,2013-06-03,"R10","West Coast",8,14,62,"Richmond",16,7,103,"Subiaco",-41,2013,"Regular",10
14257,2013-06-07,"R11","Essendon",11,11,77,"Carlton",10,12,72,"M.C.G.",5,2013,"Regular",11
14258,2013-06-08,"R11","GWS",15,8,98,"Geelong",24,13,157,"Sydney Showground",-59,2013,"Regular",11
14259,2013-06-08,"R11","Adelaide",6,14,50,"Sydney",19,13,127,"Football Park",-77,2013,"Regular",11
14260,2013-06-08,"R11","Gold Coast",9,12,66,"North Melbourne",8,3,51,"Carrara",15,2013,"Regular",11
14261,2013-06-09,"R11","St Kilda",11,14,80,"West Coast",12,12,84,"Docklands",-4,2013,"Regular",11
